name,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
"Schwanengesang, S. 560: Schubert - Schwanengesang, S. 560/R. 245: No. 7, Standchen (Leise flehen meine Lieder) [After F. Schubert]",Franz Liszt,44fgANq8afRc6H4oVRk2VS,0.309,0.00262,2,-37.689,1,0.0396,0.983,0.909,0.0606,0.04,66.238,425507,4,classical
"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: II. Adagio - Molto sostenuto",Felix Mendelssohn,72dgfW1USZQy5liiRxkeS7,0.26,0.016,10,-30.089,1,0.0385,0.988,0.883,0.0717,0.0379,130.712,464667,4,classical
Mazurka in C Major,Mikhail Glinka,0CbVpUeYTB2DlLtyfDdTJ2,0.377,0.00865,9,-32.889,0,0.0629,0.991,0.855,0.0615,0.219,68.928,86013,4,classical
"Symphony No.5 in E flat, Op.82: 3. Allegro molto",Jean Sibelius,7xGcLLeK1de0I71lH28DeM,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,482000,3,classical
Main Title,Inon Zur,3ynOh82NOks4d4YcKkcrnt,0.232,0.55,2,-12.394,0,0.0544,0.842,0.848,0.109,0.12,123.994,124970,4,classical
Felt Improv No. 7,Niall Byrne,0Opima0tmKX1e9RhLMawGW,0.424,0.0373,2,-36.739,0,0.0383,0.99,0.873,0.0821,0.329,109.664,146188,3,classical
"12 Violin Concertos, Op. 8 ""Il cimento dell'armonia e dell'inventione"" / Concerto No. 1 in E Major for solo violin, RV269 ""La Primavera"": 1. Allegro",Antonio Vivaldi,7LZdElXo5BpLqinUFBf9HY,0.457,0.19,4,-16.033,1,0.0481,0.772,0.746,0.0983,0.16,105.586,199147,4,classical
Rhapsody In Blue,George Gershwin,1s1RlSnTe70UVao58Nx7SN,0.323,0.121,8,-22.246,1,0.0425,0.957,0.795,0.0852,0.0938,150.979,755067,4,classical
"Also sprach Zarathustra, Op. 30, TrV 176: 1. Prelude (Sonnenaufgang)",Richard Strauss,6IA8E2Q5ttcpbuahIejO74,0.217,0.131,0,-15.948,1,0.0303,0.778,0.92,0.102,0.0348,80.099,105898,4,classical
Marginal Way,Jacob LaVallee,6CUBqFUFxIwiHAriS5DZbU,0.36,0.0714,9,-23.33,1,0.0464,0.992,0.933,0.0969,0.195,116.016,178586,3,classical
Time,Hans Zimmer,6ZFbXIJkuI1dVNWvzJzown,0.221,0.0879,7,-16.996,1,0.0381,0.155,0.698,0.0869,0.0401,126.622,275547,4,classical
"Sonate pour arpeggione [violoncelle] et piano en la mineur, D. 821: II. Adagio",Franz Schubert,2o4GeBGYe2jYVPgtXdRe1v,0.122,0.0269,4,-26.932,1,0.0464,0.991,0.939,0.207,0.039,91.455,268213,4,classical
Andante Festivo,Jean Sibelius,6qBjQgRksJ4RVNgS6hqEgn,0.089,0.195,7,-18.349,1,0.0441,0.393,0.951,0.22,0.0391,86.266,306688,3,classical
mercy seat – winterreise: Sweetheart Come (Arr. Tobias Schwencke),Nick Cave,147TW4WAGJuvTj5TG6n6Wi,0.338,0.115,9,-25.952,0,0.0332,0.283,0.853,0.498,0.121,97.228,173120,4,classical
Overture [Tannhäuser],Richard Wagner,2ZaVOtRQtkZ1mUVWglMNws,0.0952,0.202,11,-13.972,1,0.0357,0.899,0.852,0.237,0.056,77.634,892441,4,classical
"Cello Sonata, Op.119: III. Allegro, ma non troppo - Andantino - Allegro, ma non troppo",Sergei Prokofiev,1Y1OxNTrMWegZ85xKrklZT,0.291,0.121,5,-20.6,1,0.0373,0.971,0.894,0.19,0.168,85.366,489240,4,classical
Look Inside Yourself,Edvard Kravchuk,52GQU2qUtb25jJEmg9hYcU,0.423,0.00748,1,-31.265,1,0.0486,0.993,0.962,0.1,0.194,71.835,218133,4,classical
Perfect,Atlys,33lI804DgErb7NSNWwkzxa,0.143,0.0577,7,-21.615,1,0.045,0.976,0.597,0.119,0.0611,69.726,259250,5,classical
"Vaughan Williams: Job, Scene 9: Epilogue",Ralph Vaughan Williams,1CDEWKmyRTPWWa7uIKVSU4,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,208067,3,classical
"Powder Her Face (an Opera in two acts) Op.14, ACT I, Scene 5: Nineteen fifty-three: Is Daddy squiffy?",Thomas Adès,54KB2z5zVDiC4U6Nn7L1OX,0.418,0.119,9,-23.568,0,0.19,0.937,1.42e-05,0.5,0.14,97.893,343360,4,classical
Mr. Moustafa,Alexandre Desplat,1uNhvxpkPrNHUNfeclo6xD,0.515,0.307,5,-15.087,1,0.0316,0.962,0.967,0.108,0.327,150.096,183813,4,classical
Fantasia For Strings: 4. Allegro moderato - Meno mosso,Hans Werner Henze,7x6fwbz699F95XRSVtYChA,0.337,0.437,5,-15.909,1,0.0513,0.925,0.978,0.137,0.417,146.942,124000,4,classical
much loved,Rachel Portman,0ehvSWC15JKhz5us5aOBjL,0.128,0.0194,4,-24.941,1,0.0388,0.99,0.946,0.069,0.09,75.818,262413,1,classical
The Consolations Of Philosophy,Max Richter,5gbBbzBnuat3nBDZWNHusF,0.202,0.116,7,-19.756,1,0.0349,0.936,0.971,0.338,0.0371,68.856,336999,3,classical
"12 Songs, Op. 48: No. 1. Der Engel (The Angel) (arr. J. Lloyd Webber for 2 cellos and piano)",Anton Rubinstein,7pybYes0otz2eFjVuZcfKv,0.198,0.0874,2,-22.209,1,0.041,0.99,0.846,0.0822,0.0394,79.432,191413,4,classical
Minim,Johann Sebastian Bach,1zjUEb1oKRoOCabfi46tkT,0.488,0.141,0,-17.171,0,0.0314,0.955,0.959,0.119,0.0662,129.966,150028,4,classical
The Sound,Aska Matsumiya,4m6bEYRJBo9GCcOCkBKnAU,0.409,0.5,7,-9.563,0,0.0362,0.218,0.925,0.139,0.0385,73.0,195326,4,classical
The Rite of Spring: Part One: Adoration of the Earth: The Augurs of Spring - Dance of the Young Girls,Igor Stravinsky,5MSHxf0zVSajZknoxJC9Nj,0.491,0.284,10,-19.707,1,0.0376,0.907,0.904,0.641,0.525,120.378,179120,4,classical
5 English Nursery Tunes: IV. Curly Locks: Andantino,Hubert Clifford,7MAE52QGDf9UmlPg3uHNwx,0.192,0.00618,10,-37.633,1,0.0415,0.962,0.958,0.105,0.0574,79.285,257040,4,classical
Colette Shows Him Le Ropes,Michael Giacchino,6p8lCOvTbSI4eijtyw6pW4,0.63,0.485,9,-11.597,0,0.0366,0.446,0.152,0.0886,0.483,119.919,176840,4,classical
Feathered Friend,Kappa Mountain,5Ac0ipN7YqSDXOi3aT37kO,0.461,0.252,9,-18.372,1,0.0501,0.995,0.908,0.0886,0.343,98.181,128357,3,classical
Leaving Sri Lanka,Howard Shore,2g60osV8ASRCYHmFgQdIEF,0.17,0.34,9,-17.794,1,0.045,0.946,0.938,0.115,0.0399,111.809,255507,4,classical
"Holberg Suite, Op.40: 1. Präludium (Allegro vivace)",Edvard Grieg,0QD4653g34Xykw5ChTOMqu,0.23,0.144,7,-21.34,1,0.0407,0.94,0.872,0.395,0.229,142.193,165000,4,classical
"Dvorák: 4 Romantic Pieces, Op. 75, B. 150: I. Allegro moderato",Antonín Dvořák,1A6YUwRiZoVY5lDGZ6JvK4,0.111,0.0508,10,-26.315,1,0.0464,0.962,0.034,0.124,0.0796,91.1,197847,4,classical
"Cello Concerto in C Major, RV 398: II. Largo",Antonio Vivaldi,2aBEyGnBT3YbDsESr065CR,0.352,0.03,9,-23.518,0,0.0401,0.979,0.838,0.109,0.22,114.834,105000,3,classical
"Requiem: II. Dies irae ""Dies irae""",Giuseppe Verdi,70duiaf8caKBbViGvjPm6n,0.255,0.282,0,-15.194,0,0.0325,0.931,0.893,0.0976,0.193,90.94,120280,4,classical
The Waiting Never Ends,Jef Martens,3Rxnrc5TT6tvdJlSJiA1Ne,0.354,0.00935,10,-30.275,1,0.0304,0.988,0.917,0.104,0.22,87.786,144125,5,classical
"Ballade No. 4 in F Minor, Op. 52",Frédéric Chopin,69elXfxZhkOAicyjzIF9xP,0.271,0.065,1,-25.552,1,0.0381,0.99,0.893,0.0643,0.0481,65.189,586560,3,classical
"Nonet in E-Flat Major, Op. 38: III. Scherzo. Vivace",Louise Farrenc,2z7iDr3N4NbW4VmwpQWbTS,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,307893,4,classical
"Happy Ending - From ""The Little Mermaid""/Soundtrack Version",Disney Studio Chorus,3ChNbqbiPteCoYtufO79qw,0.16,0.154,7,-16.294,1,0.0364,0.949,0.592,0.126,0.0649,74.378,191400,4,classical
"Symphony No. 3 in G Minor, Op. 36: I. Adagio - Allegro",Louise Farrenc,3PM3acBhUaj2bIeHu3BxYY,0.343,0.133,7,-18.721,0,0.034,0.962,0.808,0.0988,0.191,96.891,529307,4,classical
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",Wolfgang Amadeus Mozart,5Zf5prtvv7KRQ1J6kNn4C6,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,330293,4,classical
Hallonlandet,Henrik Lindstrand,4bBQM9OuT0oJh18mgaK3h0,0.468,0.0835,2,-25.131,1,0.0411,0.95,0.902,0.108,0.142,102.34,194059,4,classical
"15 Improvisations, FP 170: No. 13 in A Minor",Francis Poulenc,2gypgzZAwtMG8sbkZ0GEVR,0.295,0.0444,0,-27.568,1,0.0441,0.994,0.901,0.093,0.06,72.408,143453,5,classical
"Valse ""La plus que lente""",Claude Debussy,3RZMjQIfUlfTpcuZqdVPtn,0.135,0.065,7,-22.832,1,0.0507,0.986,0.914,0.103,0.0574,75.444,274427,4,classical
Mia & Sebastian’s Theme,Justin Hurwitz,1Vk4yRsz0iBzDiZEoFMQyv,0.476,0.192,9,-15.753,1,0.064,0.976,0.928,0.119,0.114,116.542,98040,3,classical
Cello Concerto: II. Allegro appassionato,William Walton,2IEY9cwWs8ou4OsMzOKYZy,0.366,0.155,2,-24.386,1,0.0453,0.981,0.932,0.123,0.152,126.743,422653,4,classical
"Variations sur un thème de Monteverdi (I, II, III)",Art Ensemble Of Chicago,7ayYaBzaOfkrUN4HHo08VL,0.19,0.259,5,-10.609,1,0.0341,0.864,0.784,0.122,0.0388,86.077,287240,4,classical
"Romeo & Juliet: Act I, Scene XIII, Dance of the Knights",Sergei Prokofiev,5GGAomZJOfGspbxRvQGqV7,0.172,0.042,0,-26.26,1,0.0385,0.842,0.0214,0.605,0.179,82.724,311093,3,classical
"Ballade No. 4 in F Minor, Op. 52",Frédéric Chopin,60mXuNLcWyzYgEXI6hhLt8,0.302,0.0512,8,-24.372,1,0.0416,0.989,0.91,0.0709,0.0521,64.655,726600,4,classical
"Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto",Albéric Magnard,3C8Xxgad3ejXfJ0RiJq9G1,0.171,0.00926,7,-31.675,0,0.044,0.993,0.946,0.128,0.0399,116.418,129360,4,classical
Adiemus,Karl Jenkins,54CAG8n70kKVbFV6l1zF4G,0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,237413,3,classical
Baladă şi joc,György Ligeti,2SXaxt5YJ8G1utqueUOpDy,0.376,0.0151,0,-27.918,1,0.0523,0.976,0.000958,0.0582,0.226,99.205,175879,3,classical
"Violin Concerto No. 4 in D Major, K. 218: II. Andante cantabile",Wolfgang Amadeus Mozart,0l6ew1DUhVj46S0mWGQhfV,0.225,0.0324,9,-26.531,1,0.0426,0.965,0.135,0.189,0.105,104.739,396040,4,classical
"Bach, JS: Well-Tempered Clavier, Book 2, Prelude and Fugue No. 8 in D-Sharp Minor, BWV 877: II. Fugue",Johann Sebastian Bach,1X6dgD5jNKAtrOEyAkzXvp,0.41,0.0254,3,-29.092,0,0.0537,0.996,0.916,0.096,0.223,83.498,285333,4,classical
"Violin Concerto No. 3 in G Major, K. 216: 2. Adagio (Cadenza: Robert Levin)",Wolfgang Amadeus Mozart,2CeaQuNmGJxxNkIprZ1MvI,0.181,0.0394,2,-28.233,1,0.0457,0.947,0.0414,0.0899,0.146,88.011,478981,4,classical
Requiem for a Requiem (Philip Blackburn remix),Robert Moran,1cCYmTX3xzJiA2QP43tEgw,0.158,0.135,8,-23.013,1,0.0379,0.872,0.91,0.16,0.0395,96.538,423507,3,classical
"The King of Denmark, his Galliard (P 40)",John Dowland,293n8mdKLxSbyKRbpLWKIO,0.353,0.0812,0,-27.665,0,0.0609,0.972,0.89,0.1,0.547,109.816,171093,3,classical
"Reflection - From ""Mulan""",Royal Philharmonic Orchestra,4HEAqYn6eFjnosmV5AKSZ2,0.0998,0.208,10,-15.461,1,0.04,0.884,0.892,0.373,0.0501,85.978,154760,4,classical
Violin Concerto No. 3: III. Vivo,Grażyna Bacewicz,6q9l2LlJN4mKEqOKVB89AF,0.353,0.241,2,-17.843,1,0.0416,0.818,0.572,0.227,0.154,118.641,438533,3,classical
Tantum ergo,Déodat de Séverac,6O8Ywqpb2xBauWQAJHmyFr,0.18,0.0159,9,-34.968,0,0.0485,0.993,0.897,0.0682,0.0363,75.594,195600,1,classical
Stationary Cycle,Theodore Shapiro,3MZwaRLlfyvPSIP7qHpBO8,0.488,0.178,11,-16.165,0,0.0337,0.857,0.886,0.088,0.0383,88.463,163453,3,classical
"One Earth, One People, One Love (From Sun Rings)",Terry Riley,0rw6tBdGsf35eBnPVIpmic,0.119,0.142,7,-23.235,1,0.046,0.939,0.916,0.0849,0.0937,87.769,540160,1,classical
Shackleton's Cross,Howard Goodall,0yXXHxXn1dw6pONAPnlza4,0.628,0.0175,1,-23.472,1,0.135,0.995,0.961,0.115,0.252,122.021,274693,4,classical
Lost,Annelie,7nC2EOpMnpDT2DkvniimSm,0.389,0.1,10,-22.464,0,0.0358,0.972,0.934,0.113,0.0676,133.839,161520,4,classical
Opening Titles,David Arnold,1vAF8qYCvNcflp8c4vYYHh,0.303,0.427,0,-14.512,1,0.0401,0.138,0.869,0.268,0.0393,153.718,54595,4,classical
Playful (variation),Carlos Cipa,1I4cxChIWYjvltRLmCkSzS,0.326,0.00395,7,-34.378,0,0.0355,0.973,0.875,0.0775,0.195,104.609,197507,3,classical
Felicidade (arr. R. Dyens for guitar),Roland Dyens,5PChw5SanzGOQONF7bSjdQ,0.523,0.136,4,-22.064,0,0.0324,0.992,0.88,0.0987,0.306,96.761,301280,4,classical
"Symphony No.9 in E Minor, Op.95, B.178: 3. Scherzo (Molto vivace)",Antonín Dvořák,2UofhTxrKOGfifNYKOH8sO,0.233,0.164,4,-14.739,0,0.0393,0.945,0.588,0.128,0.156,77.954,444053,4,classical
Sonoran,MJ Cole,7925XkbGxCdaj8CRht1pJt,0.193,0.17,9,-18.96,0,0.0342,0.964,0.919,0.0944,0.0901,76.874,249760,3,classical
Half Asleep,John Ozbay,7adjz8f5Qdi7jSbMWoXRNi,0.329,0.0236,5,-30.679,0,0.0485,0.995,0.934,0.119,0.16,144.683,154051,4,classical
"3 Concert Études, S. 144: No. 3 in D-Flat Major, ""un sospiro""",Franz Liszt,6wwvz4l47XJgtTNNTRPYLv,0.238,0.0639,1,-24.819,1,0.0396,0.99,0.928,0.175,0.0345,67.716,341947,4,classical
"Violin Sonata in D Minor, Op. 27, No. 3, ""Ballade""",Eugène Ysaÿe,4IfHEKz84yO2hd9q5LGwHA,0.287,0.158,9,-16.748,0,0.0635,0.989,0.516,0.142,0.134,85.658,378387,5,classical
Dreamland - Solo Piano Version,Alexis Ffrench,7IOW37zJgduauyHWdihAnl,0.238,0.0848,3,-22.482,1,0.0357,0.985,0.898,0.133,0.168,167.506,161258,3,classical
Hiraeth,Scott Buckley,5ufCopwrQuarKWJv1joxmb,0.14,0.218,0,-16.524,0,0.042,0.93,0.793,0.112,0.032,85.402,346199,4,classical
Zauberberg,Kassel Jaeger,7mvzhhGiYjjJWYR7ijajcZ,0.0991,0.14,10,-33.319,0,0.0761,0.913,0.876,0.35,0.035,76.54,2970401,4,classical
Sweet Apocalypse,Lambert,0XUkYLmlXhhmcvQKKNC8Q9,0.487,0.454,8,-17.822,1,0.032,0.935,0.904,0.0739,0.328,134.314,192987,4,classical
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,5ESGW72VURk7fyX3cXrZcd,0.333,0.0676,0,-24.019,0,0.0701,0.978,0.903,0.115,0.285,85.806,158546,4,classical
Mysa,Amity Fall,4nXPDQcgsGu4DUKDsS93AA,0.48,0.0387,9,-26.12,1,0.0548,0.996,0.901,0.0968,0.282,95.083,134666,3,classical
Pace,Errollyn Wallen,1YlOuC5LXdewIwqqCF4c47,0.162,0.0346,0,-27.051,1,0.0403,0.984,0.867,0.0841,0.0318,131.366,360747,4,classical
"5 Kurpian Songs, Op.75 (1999): Hej, z góry, z góry!",Henryk Górecki,2ts1opgcE7KZOwfIioyYVw,0.178,0.0318,7,-31.314,1,0.0377,0.986,0.00106,0.128,0.0373,82.953,233573,1,classical
"Bizet: Petite suite from ""Jeux d'enfants"", Op. 22, WD 39: IV. Duo ""Petit mari, petite femme""",Georges Bizet,2TQ6uhtI3AJpfo1tJqDsxI,0.183,0.0288,10,-30.479,1,0.0452,0.945,0.896,0.0863,0.0386,117.017,207000,4,classical
Spaces,Sigríður,1oy3k3E8dNGXmpquBArl8D,0.287,0.0092,5,-24.442,0,0.068,0.996,0.961,0.106,0.0692,61.486,131250,4,classical
Phemie's Walk,Minihi,4FhpF8q3biz9YqI7M53W0p,0.551,0.22,0,-15.326,1,0.0326,0.923,0.957,0.0773,0.0698,119.968,221427,5,classical
"Berlioz: Roméo et Juliette, Op. 17, H. 79, Pt. 3: La Reine Mab, ou la fée des songes",Hector Berlioz,2ui8hI5mciBnle9mBo4iRo,0.207,0.0351,5,-35.287,1,0.0463,0.941,0.89,0.05,0.0956,104.176,475600,4,classical
My Robin Is to the Greenwood Gone,Percy Grainger,5uXHix1UojjNPz9NtwYYe5,0.141,0.0347,9,-29.991,0,0.0391,0.953,0.853,0.0978,0.048,91.036,244373,4,classical
Beltà poi che t'assenti (Arr. for 2 Pianos),Jenny Lin,3V0UWSP292tAoj4SeLI5eZ,0.583,0.123,10,-18.8,1,0.0675,0.994,0.888,0.0999,0.181,118.864,179187,4,classical
"Orfeo ed Euridice, Wq. 30: Danse des champs-elysées ""Mélodie"" (Arr. I. Friedman for Piano)",Christoph Willibald Gluck,0DG5cVgVt7821x2rAv0ny2,0.38,0.00402,2,-34.344,0,0.0446,0.995,0.899,0.0726,0.0597,128.238,251733,4,classical
And Then I Knew It Was Wind,Neon Riab,7bJxUqoWJBnVvKkd6PlMdU,0.447,0.141,4,-23.639,0,0.0624,0.991,0.964,0.0782,0.399,95.871,129918,3,classical
"Passacaglia and Fugue in C Minor, BWV 582: Passacaglia",Johann Sebastian Bach,12mFUKl9hAlevkNtdxTlnv,0.0669,0.163,0,-19.3,0,0.0391,0.786,0.946,0.104,0.0544,73.154,797493,3,classical
"Beethoven: Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace",Ludwig van Beethoven,3UkIZn9Brm9kwriMOkPShv,0.291,0.137,9,-18.344,1,0.0389,0.927,0.767,0.327,0.0827,102.514,851000,4,classical
Mists Inhabit This Place,Brambles,2mLbCMXMmJRWrWY918jLwB,0.581,0.283,8,-15.777,0,0.0581,0.419,0.946,0.0624,0.09,56.017,230213,4,classical
Requiem Mass: I. Introitus: Requiem aeternam,José Maurício Nunes Garcia,4nsqgh5XlgG1U5umK79IKb,0.141,0.151,2,-18.086,0,0.0334,0.984,0.806,0.172,0.07,81.708,288080,4,classical
"Never Enough (From ""The Greatest Showman"")",Justin Paul,3Lq1M8hjMMK5a2L0brZUsy,0.207,0.358,9,-12.673,1,0.0366,0.678,0.885,0.114,0.0725,105.469,213287,3,classical
Glorifica,Johan Söderqvist,2P961w334gKjxJEM2h8Rxi,0.233,0.22,9,-15.984,0,0.0336,0.938,0.941,0.129,0.0397,107.563,143240,4,classical
"Silent Woods, Op.68/5 - version for Cello and Piano: Silent Woods",Antonín Dvořák,2bhUL6wvssuPwreFqbd8hi,0.166,0.0286,6,-28.399,1,0.0389,0.977,0.931,0.103,0.0517,91.62,303800,4,classical
"Violin Concerto No. 2 in D Minor, Op. 2: III. Alla Polacca",Louis Spohr,3PuzCx9WeePblqJECgIi78,0.338,0.0567,2,-23.896,0,0.0407,0.87,0.0767,0.0943,0.271,91.828,550000,4,classical
"Symphonic Variations on an African Air, Op.63",Samuel Coleridge-Taylor,5xjh7foPsLNJClLE6c8B98,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.11,0.0538,120.946,1215573,4,classical
"Salut d'amour, Op. 12",Edward Elgar,0oN5iOaUc8hma1AAF6RfTu,0.189,0.112,4,-20.507,1,0.058,0.935,0.00113,0.0696,0.114,72.84,188733,4,classical
"Water Music, Suite No. 1, HWV 348: Water Music, Suite No. 1, HWV 348: VIII. Bourrée",George Frideric Handel,6jzEwUfXtY2tlZj9O158b8,0.593,0.324,4,-23.299,1,0.043,0.934,0.971,0.225,0.914,152.587,70786,4,classical
"Concerto Grosso in F Major, Op. 3, No. 1: I. Allegro assai: Adagio",Francesco Onofrio Manfredini,1pxUnqE5dzcpZ3nopXkjOs,0.478,0.272,0,-19.593,1,0.0454,0.749,0.836,0.144,0.549,114.171,125693,4,classical
Shawshank Prison - Stoic Theme,Thomas Newman,5zMuzsE5kvd54FwraufeeK,0.079,0.149,7,-20.372,0,0.0486,0.102,0.915,0.111,0.111,81.277,112973,1,classical
Passagalia for unaccompanied violin,Heinrich Ignaz Franz von Biber,7nWXMcZyQ4oWY6LXCY3w78,0.297,0.0512,7,-24.884,0,0.0442,0.956,0.000141,0.181,0.0605,105.043,560867,3,classical
"Lakmé / Act 1: ""Viens, Mallika, ... Dôme épais""",Léo Delibes,5LtpsvfOBVOywy3DUhNPAC,0.223,0.043,11,-24.218,1,0.0474,0.975,7.98e-06,0.318,0.0547,82.61,358733,5,classical
"Movement I, Pt. IV",The Classical Jazz Quartet,5HvjZVl5FgrMxusRKPchBs,0.471,0.193,5,-19.955,0,0.0357,0.927,0.864,0.128,0.0988,129.933,249627,4,classical
Moonbeams,Leo Livens,6IihP5ExawBf9ddqN5fO6k,0.374,0.0368,9,-28.556,0,0.0421,0.988,0.908,0.177,0.122,63.895,119053,3,classical
"Trois Romances sans paroles, Op.17 : 3. Andante moderato",Gabriel Fauré,16huMJ9VNs9HZYelFI10FE,0.315,0.0058,8,-34.44,1,0.0394,0.991,0.935,0.131,0.135,66.774,163844,4,classical
London Suite: 3. Knightsbridge (March),Eric Coates,7vnghS61uOwnhkwbjCISWt,0.356,0.251,0,-15.901,1,0.0401,0.921,0.933,0.119,0.29,124.267,247427,4,classical
Wavering Heart,Akira Kosemura,01Obe4SWMXoUKak13Uue71,0.394,0.16,1,-22.689,1,0.0388,0.993,0.969,0.103,0.365,125.197,141958,4,classical
"Song Without Words, Op. 109",Felix Mendelssohn,0eCmBL8U5JRy1QqoPxk73x,0.138,0.0744,2,-23.326,1,0.0427,0.988,0.97,0.0978,0.0963,71.374,254827,4,classical
Shape of My Heart,Michael Logozar,1snRw3CQImnuTq7UaX6Are,0.239,0.119,6,-18.565,0,0.0374,0.975,0.828,0.111,0.0786,128.461,344704,4,classical
Ori & The Will Of The Whisps - Main Theme Piano Version,Gareth Coker,3cfPJUhO5vuh6ROOKPwKcZ,0.524,0.154,10,-20.798,1,0.0375,0.979,0.906,0.0968,0.107,104.106,225801,4,classical
Sinfonia: III. In ruhig fliessender Bewegung,Luciano Berio,0lMDzAcO0RPdj30zcqUEU9,0.27,0.256,7,-18.895,1,0.068,0.86,0.151,0.374,0.174,83.154,707693,3,classical
My Flight for Heaven,Blake R. Henson,0A6fmNyxbGoVKhT0SffvMV,0.0689,0.028,1,-24.866,1,0.0474,0.991,0.00805,0.137,0.0329,70.055,288573,3,classical
"Scenes historiques II, Op. 66: II. The Love Song",Jean Sibelius,6pgEd5kP62PtytKlNNiTbR,0.151,0.0215,6,-31.319,1,0.0496,0.977,0.917,0.0835,0.0326,136.79,329733,4,classical
The Gift Of Mortality - Instrumental,James Horner,4ZnQXH7WqUCbzffYaeSMRM,0.129,0.0263,4,-30.184,1,0.0415,0.82,0.956,0.0959,0.039,52.193,370667,4,classical
"4 Postludes for Piano & String Orchestra: No. 2, Moderato, con moto poco rubato",Valentin Silvestrov,7cL8pzBjyUUgJvQgHJjV9V,0.162,0.00155,6,-41.347,1,0.0502,0.964,0.762,0.13,0.0386,78.045,218067,4,classical
Love Theme,Randy Edelman,6HzJ1o0azdE3P5ORdmYDYR,0.101,0.123,7,-19.463,1,0.0381,0.876,0.931,0.232,0.076,73.595,106507,5,classical
"L'Amour de loin: Premier acte. Deuxième tableau : Le Pèlerin. Le Pèlerin : ""Peut-être bien qu'elle n'existe pas""",Kaija Saariaho,0p1dqz6ZyL3kGDzlmgJypl,0.285,0.108,2,-24.657,1,0.0439,0.886,0.00056,0.177,0.0753,91.16,333907,3,classical
Dark Souls 3,Yuka Kitamura,2xIRBmAuVk6s7ZoukykRqS,0.308,0.431,4,-11.646,0,0.0327,0.599,0.298,0.156,0.181,105.807,166533,3,classical
Dr. Ford,Ramin Djawadi,0j7Iwtj1a6tOYLqMyMPuCp,0.113,0.0731,11,-18.331,0,0.0403,0.836,0.65,0.0607,0.0379,64.925,330238,4,classical
Flynn Lives,Daft Punk,0V4wGPzv90fKur0eNvOHmI,0.442,0.271,1,-14.377,1,0.0353,0.951,0.633,0.197,0.0441,108.007,202147,4,classical
Musica Celestis for cello and orchestra,Aaron Jay Kernis,1LJXwE4VkSmYjnmEfIhA1g,0.159,0.0301,9,-27.407,1,0.043,0.851,0.342,0.105,0.0367,107.224,754720,4,classical
"Intolleranza 1960 (Sung in German): Act I Scene 5: Die Folterung (Tortured Emigrants, Voice of Sartre)",Luigi Nono,36NPYwniSKwjf04hVDKcS7,0.161,0.068,5,-24.34,0,0.0416,0.971,0.373,0.101,0.0318,72.683,256827,3,classical
City of Rome,Jesper Kyd,6ZXa4Ztf2itEtbTRNUDYAP,0.341,0.189,9,-14.457,0,0.0298,0.0953,0.864,0.0894,0.0609,74.014,333280,4,classical
Finding Nemo,Thomas Newman,2JpsSmsRTBeE2v4D55HVCT,0.175,0.1,5,-22.42,1,0.041,0.93,0.971,0.172,0.0335,74.49,79134,5,classical
"2 Swedish Folk-Melodies, Op. 27: No. 1 Allt under himmelens faste: Adagio",Johan Svendsen,66m55ZqXx2Xlapb0eAyxr5,0.12,0.0774,4,-23.304,0,0.0362,0.843,0.905,0.137,0.0391,92.315,190800,4,classical
"Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano",Edvard Grieg,70nfm7IEXnFdxLtvxdXnZq,0.31,0.0532,4,-26.802,1,0.0401,0.991,0.913,0.0917,0.0719,67.711,233107,4,classical
Romance (Arr. J. Williams for Guitar & Orchestra),Traditional,6kPqRhYyJuK2jmKGUIjYCZ,0.333,0.1,4,-20.42,1,0.0508,0.989,0.95,0.0981,0.198,80.971,197720,4,classical
"Piano Concerto No. 5 In E Flat, Op. 73, ""The Emperor"": II. Adagio Un Poco Mosso (Beethoven)","Vienna Symphony Orchestra, Robert Wagner & Felicja Blumental",59xznpT7QpCauOQ9WGTPpF,0.23,0.0123,11,-32.526,1,0.0395,0.988,0.931,0.0885,0.0488,83.813,464173,4,classical
"Sérénade mélancolique, Op. 26, TH 56: Serenade melancolique (Melancholy Serenade), Op. 26",Pyotr Ilyich Tchaikovsky,5YBH5bL6pxG4pJsAVw9zbL,0.148,0.0744,10,-23.261,0,0.0451,0.944,0.146,0.0682,0.0478,88.072,566333,4,classical
